Presentation Date,Poster Number,Tag,Type,Submission,Title
"June 21, 2023",274,WED-AM-274,,7849,Visual DNA: Representing and Comparing Images using Distributions of Neuron Activations
"June 21, 2023",275,WED-AM-275,,2693,End-to-End 3D Dense Captioning with Vote2Cap-DETR
"June 21, 2023",276,WED-AM-276,,4027,Improving Table Structure Recognition with Visual-Alignment Sequential Coordinate Modeling
"June 21, 2023",277,WED-AM-277,highlight,9093,Region-Aware Pretraining for Open-Vocabulary Object Detection with Vision Transformers
"June 21, 2023",278,WED-AM-278,,1842,Mobile User Interface Element Detection Via Adaptively Prompt Tuning
"June 21, 2023",279,WED-AM-279,,12355,Learning to Generate Text-grounded Mask for Open-world Semantic Segmentation from Only Image-Text Pairs
"June 21, 2023",280,WED-AM-280,,2321,ZegCLIP: Towards Adapting CLIP for Zero-shot Semantic Segmentation
"June 21, 2023",281,WED-AM-281,,2759,Object-Aware Distillation Pyramid for Open-Vocabulary Object Detection
"June 21, 2023",282,WED-AM-282,,8798,Learning Conditional Attributes for Compositional Zero-Shot Learning
"June 21, 2023",283,WED-AM-283,highlight,11808,CLIP-S$^4$: Language-Guided Self-Supervised Semantic Segmentation
"June 21, 2023",284,WED-AM-284,,79,StructVPR: Distill Structural Knowledge with Weighting Samples for Visual Place Recognition
"June 21, 2023",285,WED-AM-285,,3187,UniDAformer: Unified Domain Adaptive Panoptic Segmentation Transformer via Hierarchical Mask Calibration
"June 21, 2023",286,WED-AM-286,,2265,Primitive Generation and Semantic-related Alignment for Universal Zero-Shot Segmentation
"June 21, 2023",287,WED-AM-287,,2611,Inferring and Leveraging Parts from Object Shape for Improving Semantic Image Synthesis
"June 21, 2023",288,WED-AM-288,,4860,Compositor: Bottom-up Clustering and Compositing for Robust Part and Object Segmentation
"June 21, 2023",289,WED-AM-289,,10818,A Strong Baseline for Generalized Few-Shot Semantic Segmentation
"June 21, 2023",290,WED-AM-290,,1399,DynaMask: Dynamic Mask Selection for Instance Segmentation
"June 21, 2023",291,WED-AM-291,,3794,Focus On Details: Online Multi-object Tracking with Diverse Fine-grained Representation
"June 21, 2023",292,WED-AM-292,,4878,Dynamic Focus-aware Positional Queries for Semantic Segmentation
"June 21, 2023",293,WED-AM-293,highlight,9926,Beyond mAP: Towards better evaluation of instance segmentation
"June 21, 2023",294,WED-AM-294,,10710,Learning Orthogonal Prototypes for Generalized Few-shot Semantic Segmentation
"June 21, 2023",295,WED-AM-295,,5400,Weakly Supervised Semantic Segmentation via Adversarial Learning of Classifier and Reconstructor
"June 21, 2023",296,WED-AM-296,,3565,SemiCVT: Semi-Supervised Convolutional Vision Transformer for Semantic Segmentation
"June 21, 2023",297,WED-AM-297,,8128,Augmentation Matters: A Simple-yet-Effective Approach to Semi-supervised Semantic Segmentation
"June 21, 2023",298,WED-AM-298,,791,The Devil is in the Points: Weakly Semi-Supervised Instance Segmentation via Point-Guided Mask Representation
"June 21, 2023",299,WED-AM-299,,8568,Class-Incremental Exemplar Compression for Class-Incremental Learning
"June 21, 2023",300,WED-AM-300,,7583,Full or weak annotations? An adaptive strategy for budget-constrained annotation campaigns
"June 21, 2023",301,WED-AM-301,,4554,Learning Common Rationale to Improve Self-Supervised Representation for Fine-Grained Visual Recognition Problems
"June 21, 2023",302,WED-AM-302,,6096,Detection Hub: Unifying Object Detection Datasets via Query Adaptation on Language Embedding
"June 21, 2023",303,WED-AM-303,,6349,Self-supervised AutoFlow
"June 21, 2023",304,WED-AM-304,,303,DETR with Additional Global Aggregation for Cross-domain Weakly Supervised Object Detection
"June 21, 2023",305,WED-AM-305,,5082,Detecting Everything in the Open World: Towards Universal Object Detection
"June 21, 2023",306,WED-AM-306,,8607,PROB: Probabilistic Objectness for Open World Object Detection
"June 21, 2023",307,WED-AM-307,,9526,Annealing-based Label-Transfer Learning for Open World Object Detection
"June 21, 2023",308,WED-AM-308,,4931,Learning Transformation-Predictive Representations for Detection and Description of Local Features
"June 21, 2023",309,WED-AM-309,,9177,Bridging Precision and Confidence: A Train-Time Loss for Calibrating Object Detection
"June 21, 2023",310,WED-AM-310,,5609,2PCNet: Two-Phase Consistency Training for Day-to-Night Unsupervised Domain Adaptive Object Detection
"June 21, 2023",311,WED-AM-311,,1119,Zero-shot Generative Model Adaptation via Image-specific Prompt Learning
"June 21, 2023",312,WED-AM-312,,4275,AutoLabel: CLIP-based framework for Open-set Video Domain Adaptation
"June 21, 2023",313,WED-AM-313,,841,Bidirectional Copy-Paste for Semi-Supervised Medical Image Segmentation
"June 21, 2023",314,WED-AM-314,,8331,Directional Connectivity-based Segmentation of Medical Images
"June 21, 2023",315,WED-AM-315,,5141,Ambiguous Medical Image Segmentation using Diffusion Models
"June 21, 2023",316,WED-AM-316,,7135,Sparse Multi-Modal Graph Transformer with Shared-Context Processing for Representation Learning of Giga-pixel Images
"June 21, 2023",317,WED-AM-317,,10254,METransformer: Radiology Report Generation by Transformer with Multiple Learnable Expert Tokens
"June 21, 2023",318,WED-AM-318,,7233,Towards Trustable Skin Cancer Diagnosis via Rewriting Modelâ€™s Decision
"June 21, 2023",319,WED-AM-319,,980,Rethinking Out-of-Distribution Detection: Masked Image Modeling is All You Need
"June 21, 2023",320,WED-AM-320,,11785,MetaViewer: Towards A Unified Multi-View Representation
"June 21, 2023",321,WED-AM-321,,1816,Deep Incomplete Multi-view Clustering with Cross-view Partial Sample and Prototype Alignment
"June 21, 2023",322,WED-AM-322,,5318,RONO: Robust Discriminative Learning with Noisy Labels for 2D-3D Cross-Modal Retrieval
"June 21, 2023",323,WED-AM-323,,366,Mind the Label Shift of Augmentation-based Graph OOD Generalization
"June 21, 2023",324,WED-AM-324,,3083,Zero-shot Model Diagnosis
"June 21, 2023",325,WED-AM-325,highlight,4075,ProtoCon: Pseudo-label Refinement via Online Clustering and Prototypical Consistency for Efficient Semi-supervised Learning
"June 21, 2023",326,WED-AM-326,,12832,Fine-Grained Classification with Noisy Labels
"June 21, 2023",327,WED-AM-327,,5130,Twin Contrastive Learning with Noisy Labels
"June 21, 2023",328,WED-AM-328,,11884,RMLVQA: A Margin Loss Approach For Visual Question Answering with Language Biases
"June 21, 2023",329,WED-AM-329,,712,Generative Bias for Robust Visual Question Answering
"June 21, 2023",330,WED-AM-330,,1401,On-the-fly Category Discovery
"June 21, 2023",331,WED-AM-331,,9536,Co-training $2^L$ submodels for image recognition
"June 21, 2023",332,WED-AM-332,,1454,Neural Dependencies Emerging from Learning Massive Categories
"June 21, 2023",333,WED-AM-333,,6542,MIC: Masked Image Consistency for Context-Enhanced Domain Adaptation
"June 21, 2023",334,WED-AM-334,highlight,10858,Towards Better Stability and Adaptability: Improve Online Self-Training for Model Adaptation in Semantic Segmentation
"June 21, 2023",335,WED-AM-335,,3848,DARE-GRAM :  Unsupervised Domain Adaptation Regression by Aligning Inverse Gram Matrices
"June 21, 2023",336,WED-AM-336,,8646,Equiangular Basis Vectors
"June 21, 2023",337,WED-AM-337,,6293,Enhanced Multimodal Representation Learning with Cross-modal KD
"June 21, 2023",338,WED-AM-338,,4008,"Decompose, Adjust, Compose: Effective Normalization by Playing with Frequency for Domain Generalization"
"June 21, 2023",339,WED-AM-339,,7867,Back to the Source: Diffusion-Driven Adaptation to Test-Time Corruption
"June 21, 2023",340,WED-AM-340,,6351,Deep Frequency Filtering for Domain Generalization
"June 21, 2023",341,WED-AM-341,highlight,7644,Generalizable Implicit Neural Representations with Instance Pattern Composers
"June 21, 2023",342,WED-AM-342,,11644,Train-Once-for-All Personalization
"June 21, 2023",343,WED-AM-343,,6727,Mod-Squad: Designing Mixtures of Experts As Modular Multi-Task Learners
"June 21, 2023",344,WED-AM-344,,10600,Few-Shot Class-Incremental Learning via Class-Aware Bilateral Distillation
"June 21, 2023",345,WED-AM-345,,1806,Multi-Mode Online Knowledge Distillation for Self-Supervised Visual Representation Learning
"June 21, 2023",346,WED-AM-346,,2183,Dense Network Expansion for Class Incremental Learning
"June 21, 2023",347,WED-AM-347,,7794,Class Attention Transfer Based Knowledge Distillation
"June 21, 2023",348,WED-AM-348,,10165,Dealing with Cross-Task Class Discrimination in Online Continual Learning
"June 21, 2023",349,WED-AM-349,highlight,5111,Real-Time Evaluation in Online Continual Learning: A New Hope
"June 21, 2023",350,WED-AM-350,,98,DisWOT: Student Architecture Search for Distillation WithOut Training
"June 21, 2023",351,WED-AM-351,,2884,CODA-Prompt: COntinual Decomposed Attention-based Prompting for Rehearsal-Free Continual Learning
"June 21, 2023",352,WED-AM-352,,5220,EcoTTA: Memory-Efficient Continual Test-time Adaptation via Self-distilled Regularization
"June 21, 2023",353,WED-AM-353,,6919,Achieving a Better Stability-Plasticity Trade-off via Auxiliary Networks in Continual Learning
"June 21, 2023",354,WED-AM-354,,107,PA&DA: Jointly Sampling Path and Data for Consistent NAS
"June 21, 2023",355,WED-AM-355,highlight,1480,Accelerating Dataset Distillation via Model Augmentation
"June 21, 2023",356,WED-AM-356,,7422,Multi-Agent Automated Machine Learning
"June 21, 2023",357,WED-AM-357,,9021,Transformer-Based Learned Optimization
"June 21, 2023",358,WED-AM-358,,11198,Solving relaxations of MAP-MRF problems: Combinatorial in-face Frank-Wolfe directions
"June 21, 2023",359,WED-AM-359,,9551,HOTNAS: Hierarchical Optimal Transport for Neural Architecture Search
"June 21, 2023",360,WED-AM-360,,3085,Disentangled Representation Learning for Unsupervised Neural Quantization
"June 21, 2023",361,WED-AM-361,,12128,FFCV: Accelerating Training by Removing Data Bottlenecks
"June 21, 2023",362,WED-AM-362,,5440,"Run, Don't Walk: Chasing Higher FLOPS for Faster Neural Networks"
"June 21, 2023",363,WED-AM-363,,9146,FIANCEE: Faster Inference of Adversarial Networks via Conditional Early Exits
"June 21, 2023",364,WED-AM-364,,9569,Gradient-based Uncertainty Attribution for Explainable Bayesian Deep Learning
"June 21, 2023",365,WED-AM-365,,8456,How to Prevent the Continuous Damage of Noises to Model training?
"June 21, 2023",366,WED-AM-366,,1783,Genie: Show Me the Data for Quantization
"June 21, 2023",367,WED-AM-367,highlight,8481,OpenMix: Exploring Outlier Samples for Misclassification Detection
"June 21, 2023",368,WED-AM-368,,2867,Data-Free Sketch-Based Image Retrieval
"June 21, 2023",369,WED-AM-369,,2390,GLeaD: Improving GANs with A Generator-Leading Task
"June 21, 2023",370,WED-AM-370,,5253,Learning on Gradients: Generalized Artifacts Representation for GAN-Generated Images Detection
"June 21, 2023",371,WED-AM-371,,12542,Adversarial Normalization: I Can visualize Everything (ICE)
"June 21, 2023",372,WED-AM-372,,2234,Semi-supervised Hand Appearance Recovery via Structure Disentanglement and Dual Adversarial Discrimination
"June 21, 2023",373,WED-AM-373,,6098,Look Around for Anomalies: Weakly-supervised Anomaly Detection via Context-Motion Relational Learning
"June 21, 2023",374,WED-AM-374,,9568,Diversity-Measurable Anomaly Detection
"June 21, 2023",375,WED-AM-375,,9105,Cloud-Device Collaborative Adaptation to Continual Changing Environments in the Real-world
"June 21, 2023",376,WED-AM-376,,12167,How to Prevent the Poor Performance Clients for Personalized Federated Learning?
"June 21, 2023",377,WED-AM-377,,5089,DynaFed: Tackling Client Data Heterogeneity with Global Dynamics
"June 21, 2023",378,WED-AM-378,,12756,ELASTIC AGGREGATION FOR FEDERATED OPTIMIZATION
"June 21, 2023",379,WED-AM-379,,895,Breaching FedMD: Image Recovery via Paired-Logits Inversion Attack
"June 21, 2023",380,WED-AM-380,,3503,Learning to Measure the Point Cloud Reconstruction Loss in a Representation Space
"June 21, 2023",381,WED-AM-381,,6862,Backdoor Cleansing with Unlabeled Data
"June 21, 2023",382,WED-AM-382,,5285,Backdoor Defense via Deconfounded Representation Learning
"June 21, 2023",383,WED-AM-383,,7064,Defending Against Patch-based Backdoor Attacks on Self-Supervised Learning
"June 21, 2023",384,WED-AM-384,,7832,Backdoor Attacks Against Deep Image Compression via Adaptive Frequency Trigger
"June 21, 2023",385,WED-AM-385,,11589,CAP: Robust Point Cloud Classification via Semantic and Structural Modeling
"June 21, 2023",386,WED-AM-386,,3104,Evading DeepFake Detectors via Adversarial Statistical Consistency
"June 21, 2023",387,WED-AM-387,,3589,Enhancing the Self-Universality for Transferable Targeted Attacks
"June 21, 2023",388,WED-AM-388,,8192,Black-Box Sparse Adversarial Attack via Multi-Objective Optimisation
"June 21, 2023",389,WED-AM-389,,12113,Demystifying Causal Features on Adversarial Examples and Causal Inoculation for Robust Network by Adversarial Instrumental Variable Regression
"June 21, 2023",390,WED-AM-390,,11624,Seasoning Model Soups for Robustness to Adversarial and Natural Distribution Shifts
"June 21, 2023",391,WED-AM-391,,4612,Towards Benchmarking and Assessing Visual Naturalness of PhysicalWorld Adversarial Attacks
"June 21, 2023",392,WED-AM-392,,6247,Physically Adversarial Infrared Patches with Learnable Shapes and Locations
"June 21, 2023",393,WED-AM-393,,4766,MaLP: Manipulation Localization Using a Proactive Scheme
"June 21, 2023",1,WED-PM-001,highlight,547,Polarimetric iToF: Measuring High-Fidelity Depth through Scattering Media
"June 21, 2023",2,WED-PM-002,,3281,NeRFLix: High-Quality Neural View Synthesis by Learning a Degradation-Driven Inter-viewpoint MiXer
"June 21, 2023",3,WED-PM-003,,1390,SUDS: Scalable Urban Dynamic Scenes
"June 21, 2023",4,WED-PM-004,,4944,DP-NeRF: Deblurred Neural Radiance Field with Physical Scene Priors
"June 21, 2023",5,WED-PM-005,,8412,DyLiN: Making Light Field Networks Dynamic
"June 21, 2023",6,WED-PM-006,,978,Multi-Space Neural Radiance Fields
"June 21, 2023",7,WED-PM-007,,9831,NeRFLight: Fast and Light Neural Radiance Fields using a Shared Feature Grid
"June 21, 2023",8,WED-PM-008,,5484,Cross-Guided Optimization of Radiance Fields with Multi-View Image Super-Resolution for High-Resolution Novel View Synthesis
"June 21, 2023",9,WED-PM-009,,4077,NeuralEditor: Editing Neural Radiance Fields via Manipulating Point Clouds
"June 21, 2023",10,WED-PM-010,,5625,DINER: Depth-aware Image-based NEural Radiance fields
"June 21, 2023",11,WED-PM-011,,7461,Modernizing Old Photos Using Multiple References via Photorealistic Style Transfer
"June 21, 2023",12,WED-PM-012,,7769,Efficient Map Sparsification Based on 2D and 3D Discretized Grids
"June 21, 2023",13,WED-PM-013,,10239,"K-Planes: Explicit Radiance Fields in Space, Time, and Appearance"
"June 21, 2023",14,WED-PM-014,,8965,I$^2$-SDF: Intrinsic Indoor Scene Reconstruction and Editing via Raytracing in Neural SDFs
"June 21, 2023",15,WED-PM-015,,3574,Multi-view Inverse Rendering for Large-scale Real-world Indoor Scenes
"June 21, 2023",16,WED-PM-016,,7174,Inverse Rendering of Translucent Objects using Physical and Neural Renderers
"June 21, 2023",17,WED-PM-017,,3978,Accidental Light Probes
"June 21, 2023",18,WED-PM-018,,1200,Humans as Light Bulbs: 3D Human Reconstruction from Thermal Reflection
"June 21, 2023",19,WED-PM-019,,8080,HumanGen: Generating Human Radiance Fields with Explicit Priors
"June 21, 2023",20,WED-PM-020,,12250,Seeing Through the Glass: Neural 3D Reconstruction of Object Inside a Transparent Container
"June 21, 2023",21,WED-PM-021,,8010,3D shape reconstruction of semi-transparent worms
"June 21, 2023",22,WED-PM-022,,1434,Dionysus: Recovering Scene Structures by Dividing into Semantic Pieces
"June 21, 2023",23,WED-PM-023,,7031,SparseFusion: Distilling View-conditioned Diffusion for 3D Reconstruction
"June 21, 2023",24,WED-PM-024,,6820,PET-NeuS: Positional Encoding Tri-planes for Neural Surfaces
"June 21, 2023",25,WED-PM-025,,1193,"RenderDiffusion: Image Diffusion for 3D Reconstruction, Inpainting and Generation"
"June 21, 2023",26,WED-PM-026,,3570,Score Jacobian Chaining: Lifting Pretrained 2D Diffusion Models for 3D Generation
"June 21, 2023",27,WED-PM-027,,1975,Infinite Photorealistic Worlds using Procedural Generation
"June 21, 2023",28,WED-PM-028,,1038,Diffusion-SDF: Text-to-Shape via Voxelized Diffusion
"June 21, 2023",29,WED-PM-029,,81,3D-aware multi-class image-to-image translation with NeRFs
"June 21, 2023",30,WED-PM-030,,5191,Latent-NeRF for Shape-Guided Generation of 3D Shapes and Textures
"June 21, 2023",31,WED-PM-031,,5992,Local 3D Editing via 3D Distillation of CLIP Knowledge
"June 21, 2023",32,WED-PM-032,,10421,ShapeTalk: A Language Dataset and Framework for 3D Shape Edits and Deformations
"June 21, 2023",33,WED-PM-033,,11648,CoralStyleCLIP: Co-optimized Region and Layer Selection for Image Editing
"June 21, 2023",34,WED-PM-034,,2920,3D-Aware Face Swapping
"June 21, 2023",35,WED-PM-035,,7228,DCFace: Synthetic Face Generation with Dual Condition Diffusion Model
"June 21, 2023",36,WED-PM-036,highlight,1996,HairStep: Transfer Synthetic to Real Using Strand and Depth Maps for Single-View 3D Hair Modeling
"June 21, 2023",37,WED-PM-037,,3995,DiffusionRig: Learning Personalized Priors for Facial Appearance Editing
"June 21, 2023",38,WED-PM-038,,4794,3D-aware Facial Landmark Detection via Multi-view Consistent Training on Synthetic Data
"June 21, 2023",39,WED-PM-039,,733,Parametric Implicit Face Representation for Audio-Driven Facial Reenactment
"June 21, 2023",40,WED-PM-040,,2110,MEGANE: Morphable Eyeglass and Avatar Network
"June 21, 2023",41,WED-PM-041,,5390,CodeTalker: Speech-Driven 3D Facial Animation with Discrete Motion Prior
"June 21, 2023",42,WED-PM-042,,1037,Reconstructing Signing Avatars From Video Using Linguistic Priors
"June 21, 2023",43,WED-PM-043,,976,HARP: Personalized Hand Reconstruction from Monocular RGB Videos
"June 21, 2023",44,WED-PM-044,,8250,OmniAvatar: Geometry-Guided Controllable 3D Head Synthesis
"June 21, 2023",45,WED-PM-045,,275,RaBit: Parametric Modeling of 3D Biped Cartoon Characters with a Topological-consistent Dataset
"June 21, 2023",46,WED-PM-046,,5738,Transfer4D: A framework for frugal motion capture and deformation transfer
"June 21, 2023",47,WED-PM-047,,1249,CLOTH4D: A Dataset for Clothed Human Reconstruction
"June 21, 2023",48,WED-PM-048,,1072,Vid2Avatar: 3D Avatar Reconstruction from Videos in the Wild via Self-supervised Scene Decomposition
"June 21, 2023",49,WED-PM-049,highlight,4632,High-fidelity 3D Human Digitization from Single 2K Resolution Images
"June 21, 2023",50,WED-PM-050,,10529,Sampling is Matter: Point-guided 3D Human Mesh Reconstruction
"June 21, 2023",51,WED-PM-051,,3843,gSDF: Geometry-Driven Signed Distance Functions for 3D Hand-Object Reconstruction
"June 21, 2023",52,WED-PM-052,,5839,Human Body Shape Completion with Implicit Shape and Flow Learning
"June 21, 2023",53,WED-PM-053,,580,ShapeClipper: Scalable 3D Shape Learning from Single-View Images via Geometric and CLIP-based Consistency
"June 21, 2023",54,WED-PM-054,highlight,9217,$PC^2$: Projection-Conditioned Point Cloud Diffusion for Single-Image 3D Reconstruction
"June 21, 2023",55,WED-PM-055,,72,NIKI: Neural Inverse Kinematics with Invertible Neural Networks for 3D Human Pose and Shape Estimation
"June 21, 2023",56,WED-PM-056,,955,ARCTIC: A Dataset for Dexterous Bimanual Hand-Object Manipulation
"June 21, 2023",57,WED-PM-057,,5675,ACR: Attention Collaboration-based Regressor for Arbitrary Two-Hand Reconstruction
"June 21, 2023",58,WED-PM-058,,963,MIME: Human-Aware 3D Scene Generation
"June 21, 2023",59,WED-PM-059,,5726,CIMI4D: A Large Multimodal Climbing Motion Dataset under Human-scene Interactions
"June 21, 2023",60,WED-PM-060,,4013,Harmonious Feature Learning for Interactive Hand-Object Pose Estimation
"June 21, 2023",61,WED-PM-061,,5180,AssemblyHands: Towards Egocentric Activity Understanding via 3D Hand Pose Estimation
"June 21, 2023",62,WED-PM-062,,75,A Characteristic Function-based Method for Bottom-up Human Pose Estimation
"June 21, 2023",63,WED-PM-063,,2151,Unified Pose Sequence Modeling
"June 21, 2023",64,WED-PM-064,,2369,Scene-aware Egocentric 3D Human Pose Estimation
"June 21, 2023",65,WED-PM-065,,2430,DiffPose: Toward More Reliable 3D Pose Estimation
"June 21, 2023",66,WED-PM-066,,10013,MammalNet: A Large-scale Video Benchmark for Mammal Recognition and Behavior Understanding
"June 21, 2023",67,WED-PM-067,,4657,Learning 3D-aware Image Synthesis with Unknown Pose Distribution
"June 21, 2023",68,WED-PM-068,,35,Pose Synchronization under Multiple Pair-wise Relative Poses
"June 21, 2023",69,WED-PM-069,,6857,ObjectMatch: Robust Registration using Canonical Object Correspondences
"June 21, 2023",70,WED-PM-070,,11871,Learning Articulated Shape with Keypoint Pseudo-labels from Web Images
"June 21, 2023",71,WED-PM-071,,1932,Learning Correspondence Uncertainty via Differentiable Nonlinear Least Squares
"June 21, 2023",72,WED-PM-072,highlight,5311,Efficient Second-Order Plane Adjustment
"June 21, 2023",73,WED-PM-073,,6872,Learning a Depth Covariance Function
"June 21, 2023",74,WED-PM-074,,6567,Privacy-Preserving Representations are not Enough: Recovering Scene Content from Camera Poses
"June 21, 2023",75,WED-PM-075,,3974,Objaverse: A Universe of Annotated 3D Objects
"June 21, 2023",76,WED-PM-076,,3060,Omni3D: A Large Benchmark and Model for 3D Object Detection in the Wild
"June 21, 2023",77,WED-PM-077,,970,HelixSurf: A Robust and Efficient Neural Implicit Surface Learning of Indoor Scenes with Iterative Intertwined Regularization
"June 21, 2023",78,WED-PM-078,,9567,Visual Localization using Imperfect 3D Models from the Internet
"June 21, 2023",79,WED-PM-079,highlight,11310,PRISE: Demystifying Deep Lucas-Kanade with Strongly Star-Convex Constraints for Multimodel Image Alignment
"June 21, 2023",80,WED-PM-080,highlight,498,"Scalable, Detailed and Mask-Free Universal Photometric Stereo"
"June 21, 2023",81,WED-PM-081,,9467,Enhanced Stable View Synthesis
"June 21, 2023",82,WED-PM-082,,947,End-to-End Vectorized HD-map Construction with Piecewise Bezier Curve
"June 21, 2023",83,WED-PM-083,,8155,DynamicStereo: Consistent Dynamic Depth from Stereo Videos
"June 21, 2023",84,WED-PM-084,,2085,Shakes on a Plane: Unsupervised Depth Estimation from Unstabilized Photography
"June 21, 2023",85,WED-PM-085,highlight,6729,Gated Stereo: Joint Depth Estimation from Gated and Wide-Baseline Active Stereo Cues
"June 21, 2023",86,WED-PM-086,,2903,K3DN: Disparity-aware Kernel Estimation for Dual-Pixel Defocus Deblurring
"June 21, 2023",87,WED-PM-087,,12398,HRDFuse: Monocular 360$^\circ$ Depth Estimation by Collaboratively Learning Holistic-with-Regional Depth Distributions
"June 21, 2023",88,WED-PM-088,,935,OSRT: Omnidirectional Image Super-Resolution with Distortion-aware Transformer
"June 21, 2023",89,WED-PM-089,,11592,Co-SLAM: Joint Coordinate and Sparse Parametric Encodings for Neural Real-Time SLAM
"June 21, 2023",90,WED-PM-090,,6548,Few-shot Non-line-of-sight Imaging with Signal-surface Collaborative Regularization
"June 21, 2023",91,WED-PM-091,,4575,NLOST: Non-Line-of-Sight Imaging with Transformer
"June 21, 2023",92,WED-PM-092,,1844,Listening Human Behavior: 3D Human Pose Estimation with Acoustic Signals
"June 21, 2023",93,WED-PM-093,,9500,Towards Domain Generalization for Multi-view 3D Object Detection in Bird-Eye-View
"June 21, 2023",94,WED-PM-094,,4939,"X$^3$KD: Knowledge Distillation Across Modalities, Tasks and Stages for Multi-Camera 3D Object Detection"
"June 21, 2023",95,WED-PM-095,,851,Phase-Shifting Coder: Predicting Accurate Orientation in Oriented Object Detection
"June 21, 2023",96,WED-PM-096,,2882,Learned Two-Plane Perspective Prior based Image Resampling for Efficient Object Detection
"June 21, 2023",97,WED-PM-097,,7929,Resource-Efficient RGBD Aerial Tracking
"June 21, 2023",98,WED-PM-098,,3900,Toward RAW Object Detection: A New Benchmark and A New Model
"June 21, 2023",99,WED-PM-099,,2435,Bi-directional LiDAR-Radar Fusion for 3D Dynamic Object Detection
"June 21, 2023",100,WED-PM-100,,6737,LiDAR-in-the-loop Hyperparameter Optimization
"June 21, 2023",101,WED-PM-101,,902,Learning and Aggregating Lane Graphs for Urban Automated Driving
"June 21, 2023",102,WED-PM-102,,2616,Center Focusing Network for Real-Time LiDAR Panoptic Segmentation
"June 21, 2023",103,WED-PM-103,,6382,Adaptive Sparse Convolutional Networks with Global Context Enhancement for Faster Object Detection on Drone Images
"June 21, 2023",104,WED-PM-104,,5441,MV-JAR: Masked Voxel Jigsaw and Reconstruction for LiDAR-Based Self-Supervised Pre-Training
"June 21, 2023",105,WED-PM-105,,5857,ALSO: Automotive Lidar Self-supervision by Occupancy estimation
"June 21, 2023",106,WED-PM-106,,10104,Unsupervised Intrinsic Image Decomposition with LiDAR Intensity
"June 21, 2023",107,WED-PM-107,,922,PVT-SSD: Single-Stage 3D Object Detector with Point-Voxel Transformer
"June 21, 2023",108,WED-PM-108,,3916,LargeKernel3D: Scaling up Kernels in 3D Sparse CNNs
"June 21, 2023",109,WED-PM-109,,4456,WeatherStream: Light Transport Automation of Single Image Deweathering
"June 21, 2023",110,WED-PM-110,,2916,Mask3D: Pre-training 2D Vision Transformers by Learning Masked 3D Priors
"June 21, 2023",111,WED-PM-111,,1995,DSVT: Dynamic Sparse Voxel Transformer with Rotated Sets
"June 21, 2023",112,WED-PM-112,,4795,IterativePFN: True Iterative Point Cloud Filtering
"June 21, 2023",113,WED-PM-113,,3472,itKD: Interchange Transfer-based Knowledge Distillation for 3D Object Detection
"June 21, 2023",114,WED-PM-114,,6224,ISBNet: a 3D Point Cloud Instance Segmentation Network with Instance-aware Sampling and Box-aware Dynamic Convolution
"June 21, 2023",115,WED-PM-115,,1564,Symmetric Shape-Preserving Autoencoder for Unsupervised Real Scene Point Cloud Completion
"June 21, 2023",116,WED-PM-116,,7049,GeoMAE: Masked Geometric Target Prediction for Self-supervised Point Cloud Pre-Training
"June 21, 2023",117,WED-PM-117,,9687,AnchorFormer: Point Cloud Completion from Discriminative Nodes
"June 21, 2023",118,WED-PM-118,,722,SHS-Net: Learning Signed Hyper Surfaces for Oriented Normal Estimation of Point Clouds
"June 21, 2023",119,WED-PM-119,,2984,NerVE: Neural Volumetric Edges for Parametric Curve Extraction from Point Cloud
"June 21, 2023",120,WED-PM-120,,1458,Unsupervised Deep Probabilistic Approach for Partial Point Cloud Registration
"June 21, 2023",121,WED-PM-121,,9538,Local Connectivity-Based Density Estimation for Face Clustering
"June 21, 2023",122,WED-PM-122,,4720,Bridging Search Region Interaction with Template for RGB-T Tracking
"June 21, 2023",123,WED-PM-123,highlight,5755,Quantum Multi-Model Fitting
"June 21, 2023",124,WED-PM-124,highlight,1769,Generalizable Local Feature Pre-training for Deformable Shape Analysis
"June 21, 2023",125,WED-PM-125,,4041,Similarity Metric Learning For RGB-Infrared Group Re-Identification
"June 21, 2023",126,WED-PM-126,,10351,Unsupervised Deep Asymmetric Stereo Matching with Spatially-Adaptive Self-Similarity
"June 21, 2023",127,WED-PM-127,,11738,Sliced optimal partial transport
"June 21, 2023",128,WED-PM-128,,9649,DistractFlow: Improving Optical Flow Estimation via Realistic Distractions and Pseudo-Labeling
"June 21, 2023",129,WED-PM-129,,12000,Bayesian posterior approximation with stochastic ensembles
"June 21, 2023",130,WED-PM-130,highlight,2139,V2V4Real: A large-scale real-world dataset for Vehicle-to-Vehicle Cooperative Perception
"June 21, 2023",131,WED-PM-131,,3219,ReasonNet: End-to-End Driving with Temporal and Global Reasoning
"June 21, 2023",132,WED-PM-132,,482,Open-World Multi-Task Control Through Goal-Aware Representation Learning and Adaptive Horizon Prediction
"June 21, 2023",133,WED-PM-133,,12085,FJMP: Factorized Joint Multi-Agent Motion Prediction over Learned Directed Acyclic Interaction Graphs
"June 21, 2023",134,WED-PM-134,,4784,Trace and Pace: Controllable Pedestrian Animation via Guided Trajectory Diffusion
"June 21, 2023",135,WED-PM-135,,11973,Galactic: Scaling End-to-End Reinforcement Learning for Rearrangement at 100k Steps-Per-Second
"June 21, 2023",136,WED-PM-136,,8286,Affordances from Human Videos as a Versatile Representation for Robotics
